         MJD         m       dm      uJy  duJy F  err   chi/N       RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask    duJy_new  uJy_offset
60023.415626 19.631075      NaN   -41.33    17 o    0    0.73 196.6049 53.47931  5161.17  4357.76  2.54 1.98  39.4 -0.429    19.28 20.63 02a60023o0420o   0x0000   29.782742      -19.33
60023.434173 19.569016      NaN   -16.33    17 o    0    0.93 196.6049 53.47931  5147.49  4473.63  2.45 1.92  40.4 -0.435    19.47 20.79 02a60023o0459o   0x0000   29.782742      -19.33
60027.503201 19.089302      NaN   -25.33    28 o    0    0.42 196.6049 53.47931  9734.16  2709.83  2.04 1.86 -54.2 -0.463    19.40 20.67 02a60027o0375o   0x0000   37.175418      -19.33
60027.508589 19.510313      NaN   -32.33    19 o    0    0.50 196.6049 53.47931  9711.02  2665.62  2.05 1.89 -55.6 -0.451    19.31 20.55 02a60027o0386o   0x0000   30.967914      -19.33
60027.512767 19.529530      NaN   -11.33    16 o    0    0.72 196.6049 53.47931  9773.64  2745.07  2.07 1.86 -57.4 -0.472    19.51 20.83 02a60027o0395o   0x0000   29.223479      -19.33
60027.524186 19.089302      NaN   -27.33    28 o    0    0.62 196.6049 53.47931  9793.49  2629.51  2.05 1.87 -52.2 -0.455    18.67 19.87 02a60027o0419o   0x0000   37.175418      -19.33
60031.450092 19.510313      NaN   -57.33    19 o    0    0.75 196.6049 53.47931   902.42  6379.13  2.14 1.94  35.7 -0.445    19.41 20.64 02a60031o0481o   0x0000   30.967914      -19.33
60031.451910 19.696897      NaN   -25.33    16 o    0    0.84 196.6049 53.47931   920.85  6418.55  2.14 1.92  34.8 -0.446    19.43 20.66 02a60031o0485o   0x0000   29.223479      -19.33
60031.455076 19.696897      NaN   -32.33    16 o    0    0.81 196.6049 53.47931   861.04  6338.35  2.14 1.92  31.8 -0.446    19.47 20.73 02a60031o0492o   0x0000   29.223479      -19.33
60031.468471 19.841877      NaN   -28.33    14 o    0    0.86 196.6049 53.47931   842.20  6455.36  2.07 1.91  26.9 -0.452    19.52 20.81 02a60031o0515o   0x0000   28.178214      -19.33
60036.581053 18.110074      NaN   -46.33    69 o    0    2.08 196.6049 53.47931  5277.35  1369.94  2.11 1.87  41.3 -0.439    17.76 18.26 02a60036o0517o  0x80000   73.205271      -19.33
60036.584352 18.389700      NaN    17.67    41 o    0    1.46 196.6049 53.47931  5257.91  1330.35  2.93 2.80  54.0 -0.417    17.72 18.57 02a60036o0524o   0x0000   47.738996      -19.33
60036.619743 17.909502      NaN   -57.33    83 o    0    1.05 196.6049 53.47931  5325.37  1403.51  2.21 1.96  45.4 -0.445    17.41 18.32 02a60036o0539o   0x0000   86.527520      -19.33
60036.625399 17.334149      NaN  -209.33   141 o    0    1.03 196.6049 53.47931  5344.72  1285.14  2.41 2.22  63.3 -0.446    16.94 17.95 02a60036o0551o 0x400100  143.104898      -19.33
60040.349203 17.063000      NaN   -47.33   181 o    0    1.25 196.6049 53.47931  3465.26  1097.92  2.00 1.93 -86.8 -0.485    16.21 16.14 02a60040o0270o 0xc00802  182.644495      -19.33
60042.463857 17.010313      NaN   -45.33   190 o    0    1.90 196.6049 53.47931  3319.13  7033.92  2.41 1.85  27.8 -0.397    16.53 16.54 02a60042o0340o 0x402802  191.567251      -19.33
60042.466768 15.959772      NaN  -789.33   500 o    0    2.20 196.6049 53.47931  3300.53  6997.19  2.45 1.91  28.7 -0.446    15.47 15.39 02a60042o0346o 0x402802  500.597655      -19.33
60042.471944 17.061003      NaN   194.67   110 o    0    1.04 196.6049 53.47931  3357.19  7067.99  2.46 1.86  26.0 -0.406    17.17 17.27 02a60042o0357o   0x2000  112.685455      -19.33
60042.484734 13.943192      NaN  3878.67  1904 o    0    2.09 196.6049 53.47931  3376.71  6949.93  2.57 1.98  28.1 -0.440    14.32 14.23 02a60042o0384o 0x402802 1904.157034      -19.33
60044.448904 19.212347      NaN   -24.33    25 o    0    0.60 196.6049 53.47931  5874.25  3531.65  2.26 1.85  31.8 -0.452    19.20 20.00 02a60044o0436o   0x0000   34.971584      -19.33
60044.452068 19.454622      NaN   -26.33    20 o    0    0.74 196.6049 53.47931  5854.62  3492.47  2.26 1.85  31.3 -0.458    19.20 20.03 02a60044o0443o   0x0000   31.591324      -19.33
60044.457980 19.569016      NaN   -23.33    18 o    0    0.67 196.6049 53.47931  5913.41  3568.66  2.31 1.88  31.5 -0.444    19.18 20.00 02a60044o0456o   0x0000   30.364646      -19.33
60044.469460 19.631075      NaN   -28.33    17 o    0    1.54 196.6049 53.47931  5934.82  3451.08  2.33 1.91  30.8 -0.451    19.15 19.96 02a60044o0481o   0x0000   29.782742      -19.33
60060.382167 17.707197      NaN   -35.33   100 o    0    0.59 196.6049 53.47931  1629.30   631.98  2.12 1.75 -60.2 -0.473    17.47 18.14 02a60060o0313o   0x0000  102.946645      -19.33
60060.385782 18.878500      NaN   -23.33    34 o    0    0.48 196.6049 53.47931  1648.83   672.90  2.20 1.84 -59.9 -0.496    18.75 19.70 02a60060o0321o   0x0000   41.880923      -19.33
60060.402495 19.302877      NaN   -20.33    23 o    0    1.21 196.6049 53.47931  9035.82  9976.76  2.42 1.89 -60.1 -0.437    19.24 20.23 02a60060o0354o   0x0000   33.570995      -19.33
60060.428593 19.472870      NaN   -11.33    17 o    0    0.93 196.6049 53.47931  9054.13  9856.76  2.30 1.91 -62.3 -0.448    19.36 20.49 02a60060o0409o   0x0000   29.782742      -19.33
60066.393302 19.128787      NaN   -24.33    27 o    0    0.66 196.6049 53.47931  8424.41  5140.45  2.03 1.95  55.4 -0.453    18.93 19.29 02a60066o0345o   0x0000   36.428172      -19.33
60066.396470 19.256669      NaN   -48.33    24 o    0    0.71 196.6049 53.47931  8404.93  5099.94  2.07 1.96  40.8 -0.437    18.92 19.30 02a60066o0352o   0x0000   34.263854      -19.33
60066.402861 19.351140      NaN   -44.33    22 o    0    0.93 196.6049 53.47931  8463.88  5176.01  2.08 1.98  42.6 -0.447    18.92 19.32 02a60066o0366o   0x0000   32.893947      -19.33
60066.413719 19.169763      NaN   -22.33    26 o    0    0.79 196.6049 53.47931  8486.14  5062.16  2.05 1.95  47.3 -0.435    18.96 19.29 02a60066o0390o   0x0000   35.693301      -19.33
60068.439163 18.249822      NaN    48.67    38 o    0    0.57 196.6049 53.47931  3207.13  1495.58  2.18 1.99  47.8 -0.449    18.48 18.65 02a60068o0331o   0x0000   45.188624      -19.33
60068.442522 18.063866      NaN  -110.33    72 o    0    1.54 196.6049 53.47931  3187.80  1454.13  2.08 1.90  51.0 -0.465    17.31 17.14 02a60068o0338o   0x0000   76.039541      -19.33
60068.448633 18.550302      NaN   -24.33    46 o    0    0.65 196.6049 53.47931  3248.42  1529.41  2.14 1.92  45.0 -0.462    18.20 18.27 02a60068o0351o   0x0000   52.096178      -19.33
60070.455716 18.099634      NaN    36.67    51 o    0    1.29 196.6049 53.47931  7041.36  7306.67  2.51 2.10  35.4 -0.421    18.59 18.85 02a60070o0226o  0x80000   56.559807      -19.33
60070.458917 18.847027      NaN   -53.33    35 o    0    0.75 196.6049 53.47931  7023.04  7265.84  2.39 2.06  35.6 -0.421    18.48 18.79 02a60070o0233o   0x0000   42.696741      -19.33
60070.465165 18.039019      NaN     0.67    67 o    0    1.26 196.6049 53.47931  7079.56  7343.55  2.43 2.06  35.9 -0.412    17.85 18.05 02a60070o0246o   0x0000   71.323290      -19.33
60070.475645 18.786693      NaN   -49.33    37 o    0    1.23 196.6049 53.47931  7098.72  7224.94  2.51 2.12  34.5 -0.420    18.24 18.60 02a60070o0268o   0x0000   44.351006      -19.33
60072.393949 19.631075      NaN   -45.33    17 o    0    1.33 196.6049 53.47931  8946.93  7289.96  2.24 2.01  33.6 -0.439    19.08 19.66 02a60072o0353o   0x0000   29.782742      -19.33
60072.396745 19.169763      NaN   -34.33    26 o    0    0.72 196.6049 53.47931  8927.30  7254.19  2.32 2.01  30.1 -0.435    19.07 19.65 02a60072o0359o   0x0000   35.693301      -19.33
60072.402224 19.401649      NaN   -27.33    21 o    0    1.48 196.6049 53.47931  8986.92  7329.91  2.20 2.02  33.9 -0.443    19.07 19.63 02a60072o0371o   0x0000   32.233705      -19.33
60072.413124 19.212347      NaN   -23.33    25 o    0    0.85 196.6049 53.47931  9006.34  7217.62  2.28 2.05  29.5 -0.437    19.03 19.61 02a60072o0395o   0x0000   34.971584      -19.33
60082.378932 19.631075      NaN   -42.33    17 o    0    0.59 196.6049 53.47931  3297.15  7017.74  2.19 1.78  27.2 -0.435    19.50 20.51 02a60082o0303o   0x0000   29.782742      -19.33
60082.383498 19.766969      NaN   -34.33    15 o    0    0.77 196.6049 53.47931  3277.32  6978.19  2.29 1.81  27.6 -0.426    19.47 20.50 02a60082o0313o   0x0000   28.688181      -19.33
60082.389346 19.569016      NaN    -7.33    14 o    0    1.11 196.6049 53.47931  3335.44  7054.58  2.23 1.79  29.1 -0.427    19.45 20.50 02a60082o0325o   0x0000   28.178214      -19.33
60082.399697 19.696897      NaN   -34.33    16 o    0    0.88 196.6049 53.47931  3355.89  6936.75  2.29 1.79  24.0 -0.434    19.43 20.44 02a60082o0347o   0x0000   29.223479      -19.33
60084.353975 19.454622      NaN   -23.33    20 o    0    1.29 196.6049 53.47931  2610.59  5398.65  2.09 1.87  18.9 -0.459    18.95 20.19 02a60084o0256o   0x2000   31.591324      -19.33
60086.329068 19.454622      NaN   -35.33    20 o    0    0.49 196.6049 53.47931  1573.50  9822.75  1.93 1.56 -52.0 -0.474    19.65 20.90 02a60086o0194o   0x0000   31.591324      -19.33
60086.332233 19.454622      NaN   -43.33    20 o    0    0.63 196.6049 53.47931  1555.79  9784.12  2.02 1.64 -53.9 -0.489    19.60 20.90 02a60086o0201o   0x0000   31.591324      -19.33
60086.338139 19.454622      NaN    -4.33    15 o    0    0.78 196.6049 53.47931  1609.04  9858.03  1.93 1.57 -52.8 -0.466    19.64 20.90 02a60086o0214o   0x0000   28.688181      -19.33
60086.348103 19.841877      NaN   -35.33    14 o    0    0.92 196.6049 53.47931  1630.20  9735.74  2.03 1.67 -53.5 -0.493    19.59 20.89 02a60086o0236o   0x0000   28.178214      -19.33
60088.337306 19.766969      NaN   -42.33    15 o    0    2.89 196.6049 53.47931  3924.83  3151.34  2.62 2.29  33.9 -0.433    19.31 20.72 02a60088o0211o   0x0000   28.688181      -19.33
60088.340499 19.631075      NaN   -30.33    17 o    0    0.86 196.6049 53.47931  3904.84  3111.46  2.41 2.07  31.6 -0.438    19.41 20.71 02a60088o0218o   0x0000   29.782742      -19.33
60088.347277 19.696897      NaN   -31.33    16 o    0    1.82 196.6049 53.47931  3960.45  3185.15  3.09 2.67  35.3 -0.409    19.16 20.67 02a60088o0231o   0x0000   29.223479      -19.33
60088.372955 19.318728      NaN     3.67    15 o    0    1.37 196.6049 53.47931  3981.24  3062.87  2.53 2.18  35.4 -0.434    19.33 20.55 02a60088o0278o   0x0000   28.688181      -19.33
60090.361092 19.631075      NaN   -24.33    17 o    0    0.91 196.6049 53.47931  6980.72  9459.29  2.08 2.02  88.3 -0.454    19.37 20.30 02a60090o0255o   0x0000   29.782742      -19.33
60090.363805 19.063754      NaN    -2.33    23 o    0    0.67 196.6049 53.47931  6964.53  9421.20  2.09 2.01 -79.7 -0.461    19.37 20.31 02a60090o0261o   0x0000   33.570995      -19.33
60090.369483 19.076453      NaN    -3.33    23 o    0    0.93 196.6049 53.47931  7020.74  9498.22  2.19 2.06 -73.0 -0.449    19.33 20.28 02a60090o0273o   0x0000   33.570995      -19.33
60090.379925 19.510313      NaN   -49.33    19 o    0    0.73 196.6049 53.47931  7039.06  9378.99  2.09 2.03  79.8 -0.456    19.39 20.30 02a60090o0295o   0x0000   30.967914      -19.33
60092.354064 18.566153      NaN     5.67    37 o    0    0.87 196.6049 53.47931  3158.30  7035.02  2.12 1.81  26.2 -0.432    18.44 18.90 02a60092o0210o   0x0000   44.351006      -19.33
60092.358171 19.128787      NaN    -7.33    23 o    0    1.38 196.6049 53.47931  3139.70  6996.22  2.10 1.78  24.4 -0.437    18.74 19.30 02a60092o0218o   0x0000   33.570995      -19.33
60092.365078 19.256669      NaN   -31.33    24 o    0    0.95 196.6049 53.47931  3195.81  7071.62  2.36 1.81  28.0 -0.409    18.83 19.47 02a60092o0232o   0x0000   34.263854      -19.33
60092.381252 17.866751      NaN    50.67    63 o    0    0.87 196.6049 53.47931  3219.58  6952.18  2.12 1.80  21.8 -0.436    17.54 17.91 02a60092o0267o   0x0000   67.579669      -19.33
60094.338682 19.014394      NaN   -21.33    30 o    0    0.62 196.6049 53.47931  5720.93  3530.84  2.24 1.84  32.1 -0.453    18.78 19.38 02a60094o0135o   0x2000   38.704156      -19.33
60094.348490 18.910912      NaN   -35.33    33 o    0    1.02 196.6049 53.47931  5760.36  3568.13  2.27 1.89  33.8 -0.447    18.49 19.13 02a60094o0156o   0x2000   41.073248      -19.33
60094.361710 16.632816      NaN  -345.33   269 o    0    0.81 196.6049 53.47931  5782.20  3451.23  2.29 1.87  33.6 -0.452    15.92 16.12 02a60094o0184o 0x402802  270.109259      -19.33
60096.329542 19.401649      NaN   -39.33    21 o    0    0.78 196.6049 53.47931   526.52  5594.48  2.00 1.84  -7.8 -0.424    19.07 19.61 02a60096o0189o   0x0000   32.233705      -19.33
60096.332274 19.351140      NaN   -54.33    22 o    0    0.71 196.6049 53.47931   507.10  5555.89  2.00 1.83  -2.4 -0.421    19.07 19.59 02a60096o0195o   0x0000   32.893947      -19.33
60096.337720 19.128787      NaN   -19.33    27 o    0    0.64 196.6049 53.47931   566.57  5630.21  2.02 1.85   4.7 -0.431    19.00 19.56 02a60096o0207o   0x0000   36.428172      -19.33
60096.343196 19.256669      NaN   -44.33    24 o    0    0.69 196.6049 53.47931 10198.97  5616.03  2.12 2.04 -57.0 -0.468    19.02 19.59 02a60096o0219o   0x0000   34.263854      -19.33
60096.345927 19.212347      NaN   -34.33    25 o    0    0.76 196.6049 53.47931 10179.17  5575.68  2.08 1.98 -15.8 -0.482    19.07 19.59 02a60096o0225o   0x0000   34.971584      -19.33
60096.347293 18.878500      NaN    10.67    24 o    0    0.70 196.6049 53.47931   587.25  5509.12  1.98 1.77   2.8 -0.436    19.05 19.55 02a60096o0228o   0x0000   34.263854      -19.33
60096.351680 19.155932      NaN   -15.33    25 o    0    0.81 196.6049 53.47931 10238.74  5657.55  2.11 2.02 -53.0 -0.467    19.05 19.55 02a60096o0237o   0x0000   34.971584      -19.33
60096.361243 19.051202      NaN   -47.33    29 o    0    0.53 196.6049 53.47931 10258.83  5539.71  2.09 1.99 -36.2 -0.481    18.98 19.54 02a60096o0258o   0x0000   37.934308      -19.33
60098.345649 17.212847      NaN    78.67   125 o    0    2.47 196.6049 53.47931  1031.64  1678.74  2.07 1.90 -57.9 -0.488    17.77 17.85 02a60098o0225o   0x0000  127.369587      -19.33
60098.349572 18.336727      NaN   -38.33    56 o    0    0.94 196.6049 53.47931  1012.78  1637.81  2.13 1.90 -55.9 -0.484    17.67 17.80 02a60098o0233o   0x0000   61.106560      -19.33
60098.355713 18.110074      NaN    37.67    50 o    0    1.07 196.6049 53.47931  1075.17  1714.07  2.08 1.98 -59.5 -0.493    17.87 18.02 02a60098o0246o   0x0000   55.659785      -19.33
60098.367419 18.786693      NaN  -108.33    37 o    0    1.06 196.6049 53.47931  1097.75  1592.10  2.03 1.87 -60.3 -0.469    18.11 18.19 02a60098o0270o   0x0000   44.351006      -19.33
60100.344407 19.212347      NaN   -26.33    25 o    0    1.73 196.6049 53.47931  5020.79  7400.23  2.22 1.86  32.2 -0.431    18.95 19.48 02a60100o0212o   0x0000   34.971584      -19.33
60100.347430 19.256669      NaN   -45.33    24 o    0    0.76 196.6049 53.47931  5002.22  7361.18  2.29 1.85  35.7 -0.433    18.96 19.47 02a60100o0218o   0x0000   34.263854      -19.33
60100.354557 19.256669      NaN   -21.33    24 o    0    0.81 196.6049 53.47931  5059.71  7437.17  2.21 1.82  34.0 -0.438    18.92 19.43 02a60100o0233o   0x0000   34.263854      -19.33
60100.366295 18.519279      NaN    17.67    35 o    0    0.38 196.6049 53.47931  5080.46  7319.09  2.22 1.79  33.2 -0.443    18.84 19.27 02a60100o0258o   0x0000   42.696741      -19.33
60102.328885 19.609992      NaN   -15.33    16 o    0    0.59 196.6049 53.47931  1804.88  3308.73  2.03 1.89  18.9 -0.466    19.54 20.66 02a60102o0185o   0x0000   29.223479      -19.33
60102.332069 19.351140      NaN    -7.33    18 o    0    0.65 196.6049 53.47931  1787.15  3270.12  2.17 1.96  29.5 -0.451    19.48 20.67 02a60102o0192o   0x0000   30.364646      -19.33
60102.338550 19.510313      NaN   -24.33    19 o    0    0.79 196.6049 53.47931  1844.68  3344.16  2.50 1.91  26.5 -0.446    19.44 20.61 02a60102o0204o   0x0000   30.967914      -19.33
60102.352254 19.351140      NaN   -19.33    22 o    0    1.19 196.6049 53.47931  1867.02  3223.14  2.15 1.89  26.7 -0.457    19.31 20.21 02a60102o0232o   0x0000   32.893947      -19.33
60118.301392 19.549093      NaN    -6.33    14 o    0    1.34 196.6049 53.47931  3074.11  1511.06  2.47 2.45  89.3 -0.435    19.29 20.66 02a60118o0102o   0x0000   28.178214      -19.33
60118.304188 19.510313      NaN   -22.33    19 o    0    0.64 196.6049 53.47931  3053.48  1469.80  2.56 2.44 -82.0 -0.439    19.25 20.65 02a60118o0108o   0x0000   30.967914      -19.33
60118.310750 19.367717      NaN     0.67    15 o    0    1.38 196.6049 53.47931  3115.16  1544.60  2.45 2.37 -82.7 -0.430    19.30 20.64 02a60118o0121o   0x0000   28.688181      -19.33
60118.324591 19.696897      NaN   -19.33    16 o    0    1.45 196.6049 53.47931  3137.65  1422.03  2.55 2.47  72.0 -0.435    19.25 20.60 02a60118o0150o   0x0000   29.223479      -19.33
60124.293479 19.454622 0.343816    40.67    19 o    0    0.88 196.6049 53.47931  6506.24  5160.44  2.25 1.82  34.8 -0.439    19.19 19.86 02a60124o0105o   0x0000   30.967914      -19.33
60124.296309 19.454622      NaN   -28.33    20 o    0    0.62 196.6049 53.47931  6485.09  5120.51  2.27 1.82  36.6 -0.432    19.22 19.84 02a60124o0111o   0x0000   31.591324      -19.33
60124.302301 18.978793      NaN    13.67    20 o    0    1.16 196.6049 53.47931  6542.76  5197.77  2.44 2.08  36.0 -0.434    19.06 19.83 02a60124o0122o   0x0000   31.591324      -19.33
60124.318260 19.212347      NaN   -31.33    25 o    0    0.52 196.6049 53.47931  6562.04  5080.59  2.21 1.90  35.2 -0.444    19.15 19.83 02a60124o0155o   0x0000   34.971584      -19.33
60126.297870 18.226218      NaN   -59.33    62 o    0    1.21 196.6049 53.47931  5298.29  9514.16  2.15 1.94 -54.0 -0.442    17.89 17.94 02a60126o0117o   0x0000   66.648419      -19.33
60126.300751 18.702047      NaN   -28.33    40 o    0    0.75 196.6049 53.47931  5278.77  9473.23  2.07 1.95 -50.5 -0.439    18.60 19.02 02a60126o0123o   0x0000   46.882958      -19.33
60126.306438 18.598565      NaN   -31.33    44 o    0    0.73 196.6049 53.47931  5335.28  9550.39  2.06 1.89 -51.3 -0.434    18.43 18.56 02a60126o0135o   0x0000   50.338968      -19.33
60126.317885 17.482434      NaN  -201.33   123 o    0    1.43 196.6049 53.47931  5351.58  9431.51  2.12 2.00 -53.4 -0.464    17.03 16.93 02a60126o0159o  0x80000  125.407383      -19.33
60130.290361 18.504094      NaN   -40.33    48 o    0    1.00 196.6049 53.47931  4373.52  8606.76  2.11 2.01  22.5 -0.424    17.43 18.20 02a60130o0095o   0x0000   53.870323      -19.33
60130.293308 17.976960      NaN   -57.33    78 o    0    0.77 196.6049 53.47931  4355.86  8566.89  2.15 2.10  10.5 -0.422    17.87 18.56 02a60130o0101o  0x80000   81.743573      -19.33
60130.299945 14.633206      NaN  1233.67  1279 o    0    1.41 196.6049 53.47931  4406.56  8643.01  2.21 2.12  14.6 -0.425    15.98 16.70 02a60130o0114o 0x400802 1279.233760      -19.33
60130.311223 18.921935      NaN    -2.33    27 o    0    1.31 196.6049 53.47931  4426.37  8524.89  2.18 2.06  28.2 -0.427    18.98 19.64 02a60130o0137o   0x0000   36.428172      -19.33
60132.286272 19.334813      NaN    -0.33    16 o    0    1.05 196.6049 53.47931  6048.57  8546.27  2.23 2.17  42.8 -0.441    19.50 20.85 02a60132o0089o   0x0000   29.223479      -19.33
60132.289896 19.436675      NaN    -9.33    17 o    0    0.93 196.6049 53.47931  6029.78  8504.74  2.22 2.15  40.4 -0.443    19.49 20.83 02a60132o0097o   0x0000   29.782742      -19.33
